id,station_id,longitude,latitude,pm25,proj_x,proj_y,dem,aod,t2m,tp,dwi,r,wind,dwi_scaled,aod_scaled,t2m_scaled,r_scaled,tp_scaled,wind_scaled,dem_scaled,pm25_scaled
386,1443A,106.6554,26.4364,28.86523023,665065.6338,2925075.651,1124,306.8380127,288.5280151,0.000118729,193.6380005,79.9897995,4.203179836,0.972869365,-1.19960828,0.151660516,1.443981341,0.520308646,1.30897805,1.107716223,-0.890690856
158,1173A,119.176,34.5885,47.54372359,1804716.408,3920163.699,4,717.3569946,287.9580078,6.57E-05,104.1900024,63.0965004,1.972730041,-1.038566303,0.984683191,0.044431165,0.069449293,-0.60678297,0.227346219,-0.600636541,0.478585256
571,1731A,113.0844444,36.1855,55.99957713,1227654.386,4034949.644,925,458.2879944,283.7130127,4.55E-05,97.60700226,54.46500015,0.578445017,-1.186599592,-0.393772453,-0.754134169,-0.632857204,-1.036118817,-0.448796801,0.804178545,1.098463853
1079,2410A,115.6386,34.407,60.5363682,1479774.167,3859038.993,50,723.5629883,289.1640015,6.76E-05,107.9929962,56.39690018,0.30291,-0.953047594,1.017704074,0.271301806,-0.475667156,-0.566399895,-0.582414445,-0.530472052,1.431045262
210,1240A,121.586,29.8633,32.08541825,2113181.729,3422000.58,6,695.1630249,290.7269897,0.000131107,183.0019989,77.83029938,0.435355991,0.733695393,0.866593405,0.565329989,1.268272493,0.783393751,-0.518186234,-0.597585911,-0.654626499
693,1863A,110.2819,25.2697,38.35581366,1032307.995,2805305.461,156,489.072998,293.0339966,0.000175466,207.4759979,73.92120361,3.089309931,1.28404728,-0.22997145,0.999322418,0.950206887,1.72621102,0.768819223,-0.368788666,-0.194958662
1343,2700A,75.9435,39.4365,110.3998091,-2017792.558,4790982.007,1293,658.1270142,288.0369873,1.14E-05,152.0780029,30.42650032,0.872833014,0.038301087,0.669532013,0.05928873,-2.588762218,-1.760888737,-0.306036615,1.365494453,5.086416023
777,1957A,86.2022,41.7192,52.01359871,-1066452.537,4792935.705,957,890.5349731,284.9750061,1.30E-05,123.5879974,34.2215004,0.187097996,-0.60235957,1.906129453,-0.516728906,-2.279980067,-1.726881937,-0.638576188,0.852988624,0.806261215
13,1017A,117.237,39.1082,52.89179595,1559625.415,4400768.827,5,683.3309937,286.4360046,5.00E-05,96.14779663,46.29570007,1.255010009,-1.219413051,0.803637474,-0.24188695,-1.297556545,-0.940474692,-0.120704131,-0.599111226,0.870639775
10,1011A,116.407,40.0031,52.34847742,1474752.777,4490930.692,48,687.5289917,286.1839905,5.82E-05,97.54650116,41.53430176,0.041951802,-1.187960093,0.825974203,-0.289295656,-1.684970189,-0.766189843,-0.708963221,-0.533522682,0.83081038
1438,3061A,119.7512,49.1577,14.80206073,1573698.673,5550635.643,613,108.0660019,272.6170044,5.45E-05,144.0800018,62.01539993,1.491930008,-0.141551621,-2.257235398,-2.841507033,-0.018515008,-0.844830568,-0.005812411,0.328280275,-1.921628507
801,1983A,121.531,36.913,25.92946914,1978106.936,4215366.753,24,470.9679871,284.8529968,4.28E-05,97.71720123,67.44730377,0.00241418,-1.184121525,-0.326304683,-0.539681205,0.423454667,-1.093505291,-0.728136552,-0.570130241,-1.105904549
348,1398A,112.471,23.0528,38.7033969,1266857.894,2569018.408,15,546.2949829,295.5119934,0.000140761,227.095993,76.12229919,1.043709993,1.725246176,0.074495576,1.465481341,1.129300172,0.988582279,-0.223171724,-0.583858076,-0.169478157
180,1205A,119.43,32.1319,58.17318658,1867284.216,3647839.631,29,647.9229736,289.2829895,0.000126167,135.4389954,67.97540283,3.138410091,-0.335863722,0.615238302,0.293685741,0.466423721,0.678397756,0.7926298,-0.562503666,1.257806014
1197,2539A,103.8986,30.0506,31.33450349,393823.167,3324903.345,467,754.6890259,291.5639954,0.000113908,173.4859924,69.14720154,0.412342012,0.519706983,1.183319652,0.722786881,0.561767732,0.417841908,-0.529346607,0.105584289,-0.709674282
1041,2369A,114.99,27.1311,38.62584458,1492960.243,3040695.744,63,546.4459839,293.0679932,0.000125624,197.4360046,70.20809937,1.948770046,1.05827587,0.075299023,1.005717834,0.648088234,0.666856699,0.215727086,-0.510642958,-0.175163334
1180,2522A,107.3701,22.3708,31.73824205,744052.4065,2475792.169,128,504.7640076,295.7860107,0.000108661,228.2140045,78.58429718,1.199149966,1.750387132,-0.146482647,1.517029273,1.329621916,0.306320859,-0.147792837,-0.411497485,-0.680077164
32,1040A,118.1838,39.65782,60.61126561,1632769.939,4473770.214,22,617.6959839,285.197998,4.00E-05,99.83159637,47.81610107,0.579016984,-1.136574683,0.454406383,-0.474779835,-1.173848328,-1.153017191,-0.448519432,-0.573180871,1.436535814
770,1950A,106.7096,39.1292,40.57878346,647772.1718,4332505.709,1092,437.2839966,283.5589905,3.16E-05,94.32689667,33.8993988,0.00166465,-1.260360006,-0.50553063,-0.783108712,-2.306188031,-1.33155289,-0.728500028,1.058906144,-0.03199801
23,1031A,114.5019,38.1398,77.79822838,1333558.547,4264234.525,74,758.8740234,286.9719849,5.59E-05,94.90450287,46.46849823,0.035412099,-1.247371256,1.205587208,-0.141058733,-1.283496733,-0.815074618,-0.712134578,-0.493864493,2.69647135
1230,2576A,104.8,26.5892,31.97798781,480085.3431,2940952.243,1870,209.6159973,285.7330017,0.000154226,188.9470062,80.84369659,2.224430084,0.867382004,-1.71690767,-0.374135335,1.513459121,1.274770753,0.349405357,2.245601189,-0.66250197
1095,2435A,112.2106,32.0903,65.73825298,1181198.379,3573290.757,68,711.9869995,289.8999939,8.12E-05,153.3860016,61.94240189,0.069052197,0.067714325,0.956110494,0.409756152,-0.024454531,-0.277342097,-0.695821186,-0.503016383,1.812383115
877,2192A,119.7594,49.2261,17.44805268,1572785.104,5558317.099,612,130.798996,272.6019897,5.59E-05,142.9109955,61.86669922,1.220489979,-0.167839308,-2.136277568,-2.844331587,-0.030614118,-0.815074618,-0.137444235,0.32675496,-1.727657103
370,1422A,106.364,29.4822,40.63700274,632238.7102,3262185.938,311,577.1019897,292.348999,0.000112631,185.0690002,71.37889862,0.591769993,0.78017648,0.238413653,0.870461177,0.743350923,0.39070023,-0.442335002,-0.132364846,-0.027730093
905,2223A,120.3939,41.615,38.06900295,1784238.636,4723096.183,226,342.5440063,281.7269897,5.85E-05,109.8479996,44.88270187,0.150185004,-0.911333748,-1.009623649,-1.127743345,-1.412525876,-0.759813568,-0.656476733,-0.262016618,-0.215984075
1425,3035A,122.0931,46.0707,23.09256409,1820893.586,5245911.385,267,197.0019989,277.5409851,7.57E-05,139.9309998,50.68920136,3.231940031,-0.234851089,-1.784024296,-1.91521143,-0.940077032,-0.394240471,0.837986104,-0.199478704,-1.31387134
525,1675A,116.7244,23.3633,23.37744001,1704088.127,2633061.651,6,565.2399902,296.6340027,0.000117616,223.7980042,78.81130219,2.214250088,1.651083618,0.175298267,1.6765529,1.348092296,0.496652666,0.344468681,-0.597585911,-1.292987761
1253,2604A,100.0782,23.8982,31.52072604,-1411.615972,2651695.003,1480,182.8730011,291.0339966,0.000148215,202.022995,67.57319641,0.965156972,1.161424474,-1.859201939,0.6230839,0.433697987,1.147011457,-0.261265138,1.650728352,-0.696022747
1363,2865A,112.7194444,37.68277778,53.64756607,1181177.293,4198766.72,793,579.2869873,284.678009,3.25E-05,95.57540131,43.18320084,0.00270692,-1.232284623,0.2500396,-0.57259978,-1.55080666,-1.312424065,-0.727994591,0.602836969,0.926043492
1290,2643A,109.0281,32.6939,39.84004893,877712.7854,3624532.453,280,469.5889893,290.1369934,4.76E-05,148.5659943,63.61330032,0.386409014,-0.040674178,-0.333642062,0.454340322,0.111498987,-0.991484892,-0.541922526,-0.17964961,-0.086152889
1009,2337A,117.0256,25.0661,24.41449349,1718612.681,2826985.426,362,337.8569946,292.1629944,0.000141636,218.7819977,79.41629791,0.027643099,1.538287641,-1.034562324,0.83547013,1.397318087,1.007179748,-0.715902068,-0.054573782,-1.216963826
640,1804A,115.9581,29.7048,40.61639449,1563305.178,3336854.874,16,537.3319702,291.0159912,0.000154898,180.4750061,71.0535965,1.793079972,0.676870383,0.026805133,0.619696737,0.716882547,1.289053609,0.140226916,-0.582332761,-0.029240835
633,1797A,118.4022,31.3839,48.85558484,1779631.586,3550982.074,10,740.9489746,289.9890137,0.000163527,163.1390076,67.332901,2.849270105,0.287032192,1.110211518,0.42650249,0.414146227,1.472456531,0.652414578,-0.591484651,0.574754697
72,1085A,112.5583,37.7394,58.07295487,1166425.68,4203894.913,773,708.7260132,284.2000122,3.83E-05,94.68360138,44.54199982,0.000981135,-1.252338713,0.938759422,-0.662520184,-1.440247276,-1.189149416,-0.728831491,0.57233067,1.250458265
1299,2653A,102.6469,37.9358,43.22703691,293209.8011,4201303.341,1523,413.8280029,282.618988,2.08E-05,106.1309967,35.61489868,0.0105788,-0.994918762,-0.6303354,-0.959941286,-2.166605493,-1.561098788,-0.72417721,1.716316895,0.162139178
1178,2520A,109.2317,23.7369,40.03669768,931548.2665,2631521.136,86,588.1439819,294.9159851,9.85E-05,217.2409973,75.78410339,0.821741998,1.503634845,0.297165941,1.353360701,1.101782695,0.090356426,-0.330812635,-0.475560713,-0.071737035
41,1051A,115.493,38.8632,65.47967679,1411428.44,4354291.524,21,729.1729736,286.6119995,6.80E-05,93.26390076,43.64049912,0.0147096,-1.284263815,1.047553712,-0.20877892,-1.513598348,-0.557898195,-0.722174024,-0.574706186,1.793427507
366,1418A,106.296,29.5983,37.6211216,625502.0606,3274976.232,307,611.3560181,292.2579956,0.000107489,184.5440063,71.76329803,0.574904025,0.768370833,0.420672661,0.853341685,0.77462778,0.281410878,-0.450513966,-0.138466105,-0.248817196
1204,2547A,106.6388,30.4551,35.31685483,657342.8044,3370356.606,287,543.3150024,291.79599,7.34E-05,170.1779938,73.81909943,0.756820977,0.445319333,0.058639681,0.766429534,0.941899128,-0.443125246,-0.362295363,-0.168972405,-0.417737536
135,1150A,121.577,31.2071,36.59903948,2089310.881,3573790.379,3,767.3699951,290.0509949,0.000125149,165.5500031,75.44090271,3.768939972,0.341248747,1.250792617,0.438162348,1.073857993,0.65676093,1.098398255,-0.602161856,-0.323743616
1287,2640A,109.7289,38.2839,35.97374774,913689.001,4247905.639,1070,268.446991,283.6000061,8.84E-05,90.48410034,44.5945015,0.000672092,-1.346773763,-1.403879422,-0.775392887,-1.435975449,-0.124311498,-0.728981358,1.025349215,-0.369582273
891,2209A,121.6972,42.0503,31.71463734,1883547.205,4792442.375,152,328.4639893,281.2999878,2.90E-05,112.875,48.08710098,0.713581979,-0.843264963,-1.084540674,-1.208070626,-1.15179828,-1.386813939,-0.383263634,-0.374889925,-0.681807569
1056,2384A,117.9033,28.4303,37.4144813,1769487.553,3213676.773,83,442.2659912,292.1910095,0.000131069,197.4499969,72.34680176,0.435052007,1.058590518,-0.479022408,0.840740309,0.822104864,0.782586089,-0.518333647,-0.480136658,-0.263965507
659,1825A,114.3733,34.7975,67.34354676,1358767.818,3890887.425,72,731.6469727,289.4719849,9.85E-05,102.3300018,51.97040176,0.197731003,-1.080392522,1.060717379,0.329239416,-0.835831497,0.090356426,-0.63341983,-0.496915123,1.930063401
188,1214A,119.0122,33.627,53.39278011,1804620.933,3810219.762,16,779.9559937,288.5039978,0.000130094,113.8939972,63.95709991,2.668849945,-0.820350562,1.317760262,0.147142399,0.139472419,0.761863196,0.564921827,-0.582332761,0.907365737
928,2246A,130.3172,47.3489,31.32258173,2405192.179,5563532.635,164,178.8650055,274.7950134,7.92E-05,166.5200043,65.97250366,2.952569962,0.363061365,-1.880527702,-2.431781593,0.303456791,-0.319850596,0.702508695,-0.356586146,-0.710548238
820,2002A,119.818,31.354,42.90939969,1916576.408,3565489.224,5,600.9219971,290.1860046,0.000180656,163.8990021,69.62819672,4.263329983,0.304122346,0.365155269,0.463560273,0.600904154,1.836520577,1.338147195,-0.599111226,0.138853946
266,1308A,120.3905,36.1851,41.28899487,1888831.538,4116168.36,27,737.1290283,286.1130066,2.60E-05,98.29540253,64.85549927,0.092417203,-1.171119392,1.089886328,-0.302649095,0.212571149,-1.450576689,-0.684490586,-0.565554296,0.020065906
802,1984A,121.544,36.907,20.6897139,1979397.887,4214902.619,24,470.9679871,284.8529968,4.28E-05,97.71720123,67.44730377,0.00241418,-1.184121525,-0.326304683,-0.539681205,0.423454667,-1.093505291,-0.728136552,-0.570130241,-1.490018596
1190,2532A,105.0717,29.5947,36.83181475,506943.2273,3273878.354,322,742.8430176,291.8120117,6.06E-05,182.9989929,72.26629639,1.136080027,0.733627797,1.120289351,0.769443524,0.815554503,-0.715179644,-0.178377903,-0.115586381,-0.306679412
106,1121A,125.2786,43.84,36.97094994,2130972.58,5058395.505,227,466.4079895,279.0700073,4.78E-05,123.9319992,56.49639893,3.950520039,-0.59462393,-0.350567542,-1.627572906,-0.467571388,-0.987234042,1.18645349,-0.260491303,-0.296479741
808,1990A,120.758,31.67,54.26909862,2002179.801,3614036.609,5,764.0200195,289.730011,0.000131116,149.4640045,71.43009949,4.897930145,-0.020480437,1.23296805,0.377779094,0.747516908,0.783585039,1.645889488,-0.599111226,0.971606572
1058,2386A,114.2956,35.7511,56.84201187,1341586.678,3996435.312,90,788.8709717,288.678009,5.73E-05,104,51.70209885,0.000200583,-1.042838927,1.365195122,0.179877257,-0.857662102,-0.785318668,-0.729210011,-0.469459453,1.160220749
121,1136A,126.646,45.7258,44.1275906,2182499.601,5296645.119,149,342.125,277.2409973,7.45E-05,148.0099945,58.71849823,1.560989976,-0.053177061,-1.011853099,-1.971644913,-0.286769125,-0.419745571,0.027677453,-0.37946587,0.228156637
983,2303A,115.8556,32.8603,53.97140796,1518185.775,3688520.583,29,690.6010132,289.2160034,0.000100069,137.7740021,62.83940125,0.842254996,-0.283355943,0.84231983,0.281084365,0.048530287,0.123704344,-0.320865085,-0.562503666,0.949783574
51,1062A,117.9664,40.9161,29.09933565,1593156.432,4611210.54,343,295.9890137,282.0969849,3.52E-05,102.862999,46.23040009,0.115253001,-1.068406904,-1.257333688,-1.058140122,-1.302869711,-1.25503759,-0.67341662,-0.083554767,-0.873529142
718,1894A,105.4436,28.9026,41.55078593,543247.2843,3197275.526,267,669.1870117,292.3299866,8.79E-05,187.6909943,71.38639832,0.214295,0.839137804,0.728380103,0.866884579,0.74396114,-0.134938623,-0.625387304,-0.199478704,0.039257189
480,1624A,116.3189,37.4489,55.20967696,1502846.655,4205354.459,23,749.6480103,287.5180054,3.01E-05,96.27510071,44.90309906,0.912612021,-1.216550338,1.156497391,-0.038341761,-1.410866248,-1.363434264,-0.286746228,-0.571655556,1.040558142
1365,2867A,111.1283333,37.51,50.44041101,1041880.022,4169134.865,973,315.1990051,284.3049927,2.66E-05,91.77159882,42.41030121,0.080283098,-1.317821518,-1.155121069,-0.64277133,-1.613694039,-1.437824139,-0.690374886,0.877393663,0.69093455
833,2016A,120.251,29.719,33.20369491,1983942.553,3387050.41,13,592.4500122,290.8980103,0.000176574,182.4450073,71.14230347,1.065750003,0.721170208,0.320077489,0.597502258,0.724100235,1.749760729,-0.212483666,-0.586908706,-0.572648285
858,2170A,112.4279,39.3673,38.30290107,1140207.014,4383941.522,1109,346.3439941,279.6369934,3.57E-05,89.48639679,49.53350067,1.634610057,-1.36920933,-0.989404654,-1.520911901,-1.034111218,-1.244410465,0.063378692,1.084836499,-0.198837558
1390,2919A,116.7022,39.5453,46.98484228,1506793.672,4443259.002,16,649.2600098,286.54599,6.82E-05,97.0766983,41.93099976,0.523669004,-1.198524647,0.622352411,-0.221196578,-1.65269265,-0.553647345,-0.47535982,-0.582332761,0.437614991
103,1118A,121.9769,39.0631,27.60212952,1972996.336,4463576.286,2,424.5090027,284.1430054,3.38E-05,104.5189972,61.10369873,0.0080752,-1.031168129,-0.573503882,-0.673244261,-0.092696049,-1.28479354,-0.725391303,-0.603687171,-0.983285778
377,1432A,104.176,30.6872,50.65164628,421079.0539,3395226.313,494,779.8439941,290.8670044,7.36E-05,167.3959961,68.15599823,2.181139946,0.382759974,1.317164334,0.591669451,0.48111796,-0.438874396,0.328412286,0.146767794,0.706419708
1453,3137A,103.8578,30.0744,34.29231238,389916.0635,3327579.436,415,797.1749878,291.5469971,0.000116043,172.0090027,69.27770233,0.472306013,0.48649361,1.409379172,0.719589174,0.572385996,0.463219731,-0.500267731,0.026267911,-0.492844317
1120,2462A,111.5239,27.3033,36.04827265,1146338.27,3036955.864,251,519.9520264,290.7659912,0.000160842,194.6490021,73.71659851,2.928839922,0.995603968,-0.06567016,0.572666922,0.933559087,1.41538887,0.691001076,-0.223883744,-0.364119028
1116,2458A,112.6211,26.8956,41.05378186,1258154.244,2997769.965,68,657.5360107,292.4119873,0.000142869,198.3370056,71.67520142,3.403310061,1.078536867,0.666387398,0.88231049,0.767459754,1.033386238,0.921090095,-0.503016383,0.002822998
242,1280A,119.389,26.0542,20.61007333,1948736.64,2962717.14,415,380.6650085,292.3429871,0.000141161,216.427002,84.28479767,1.942199945,1.485330364,-0.806789228,0.869330223,1.793446096,0.997083979,0.212540989,0.026267911,-1.495856858
837,2031A,113.1817,27.9958,45.10682859,1306016.89,3123870.284,65,536.5640259,291.9620056,0.000163894,191.5570068,71.15080261,2.405109882,0.926073629,0.022719051,0.797660265,0.724791772,1.480256841,0.437024016,-0.507592328,0.299942255
1003,2331A,118.0966,26.6761,15.75325089,1809914.459,3018552.418,1002,293.9830017,293.5280151,0.000202293,202.2599945,73.60780334,0.0218179,1.166753931,-1.268007287,1.092256813,0.924706912,2.296398781,-0.718726933,0.921627797,-1.851899009
299,1346A,113.261,23.105,34.84870781,1347989.922,2579246.654,12,540.4550171,296.196991,0.00015709,229.25,72.16320038,0.274883002,1.773683778,0.043422257,1.594342582,0.807166042,1.335642925,-0.596005826,-0.588434021,-0.452056286
695,1865A,110.2869,25.2178,36.78842325,1033040.236,2799562.702,157,477.8080139,293.2219849,0.000167442,206.9600067,73.79840088,3.156889915,1.272444079,-0.289910234,1.034686638,0.94021498,1.555666919,0.801591385,-0.367263351,-0.30986034
428,1490A,87.5801,43.8303,57.51553054,-901218.841,5002910.501,806,564.1290283,281.9129944,2.50E-05,99.60579681,46.43650055,0.241844997,-1.141652285,0.169387055,-1.092752279,-1.28610024,-1.471830939,-0.612027239,0.622666064,1.209594807
796,1978A,119.959,37.18,33.44046683,1831847.684,4221294.852,62,560.34198,286.3959961,3.55E-05,96.83260345,59.18030167,1.647099972,-1.204013658,0.149236909,-0.249413319,-0.249194249,-1.248661315,0.069435538,-0.512168273,-0.555291097
202,1230A,120.12,30.3119,41.78699307,1962009.063,3452156.263,8,702.742981,290.3150024,0.000140509,175.4340057,71.75769806,0.837644994,0.563512362,0.906924874,0.487827243,0.774172136,0.983226208,-0.323100654,-0.594535281,0.056572975
1154,2496A,111.3178,23.475,32.24705382,1146069.785,2610332.044,65,506.7009888,295.3720093,0.000137892,219.3959961,76.46700287,1.156679988,1.55209475,-0.136176348,1.439147636,1.157347165,0.927603836,-0.168388181,-0.507592328,-0.642777378
812,1994A,120.55,31.882,42.35401904,1978634.579,3634967.469,5,796.598999,289.5220032,0.000126093,142.3650055,70.53109741,4.887479782,-0.180117098,1.406314448,0.338648821,0.674369137,0.676824942,1.6408217,-0.599111226,0.098140306
646,1810A,115.9936,29.5867,18.95334783,1568040.841,3323978.716,872,383.348999,291.0150146,0.00015619,182.2649994,71.49690247,1.300719976,0.717122333,-0.792508237,0.61951302,0.752952367,1.3165141,-0.09853759,0.723336851,-1.617307481
759,1938A,109.5293,34.5101,53.59273715,915910.4586,3828042.37,345,600.0300293,289.0100098,3.08E-05,113.9840012,51.25320053,0.682211995,-0.818326623,0.360409282,0.242333002,-0.894186947,-1.348556289,-0.398476159,-0.080504137,0.922024114
296,1343A,112.8908,28.1308,43.53231535,1276274.878,3136998.376,64,603.6199951,291.6799927,0.000174936,188.4490051,72.15660095,3.493010044,0.85618335,0.37951079,0.744608208,0.806629076,1.714946268,0.964589105,-0.509117643,0.184518418
183,1209A,119.888,32.4639,48.3956012,1905788.93,3691266.748,3,774.3590088,289.0100098,0.000118771,130.9069977,67.81089783,3.45310998,-0.437775694,1.287979796,0.242333002,0.453038687,0.521201325,0.945240012,-0.602161856,0.541034386
389,1446A,106.7164,26.5697,31.22273523,670951.7713,2939922.55,1091,450.519989,288.2909851,0.000122296,192.2129974,80.25800323,3.916870117,0.940825025,-0.435104495,0.107070608,1.465803877,0.596122555,1.170135334,1.057380829,-0.717867748
538,1689A,110.8592,21.6828,27.67616417,1106901.542,2409210.897,19,537.8579712,296.45401,0.000148099,229.8659973,78.03359985,2.999360085,1.787535836,0.029603882,1.642692806,1.284814142,1.144545964,0.725199045,-0.577756816,-0.977858473
279,1326A,114.2511,30.5514,43.33637948,1389147.213,3416575.211,26,603.151001,291.0929871,0.000127386,170.8339996,65.063797,1.860980034,0.460071072,0.377015364,0.634181149,0.229519402,0.704306687,0.173154296,-0.567079611,0.170154823
799,1981A,122.038,37.197,24.45680277,2017898.433,4255511.988,52,443.3630066,285.0109863,4.53E-05,98.38289642,66.31310272,0.044280801,-1.169151899,-0.473185403,-0.509960337,0.33116981,-1.040369667,-0.707833799,-0.527421422,-1.213862233
1124,2466A,111.4328,27.2272,43.58176786,1137727.515,3028024.417,247,501.5350037,291.0929871,0.000147363,196.3990021,72.84410095,3.713200092,1.03495658,-0.163663547,0.634181149,0.862567871,1.128902836,1.07136782,-0.229985003,0.188143664
681,1848A,113.1493,29.4251,45.16967227,1291859.775,3282870.06,38,536.6300049,291.2600098,0.00013243,185.1239929,68.99949646,4.331960201,0.781413112,0.023070112,0.665601335,0.549749631,0.811513123,1.371428656,-0.548775832,0.304549176
1285,2638A,109.7414,38.3344,33.69786363,914494.7552,4253569.629,1124,238.223999,283.4859924,8.96E-05,90.02839661,44.9654007,0.000413619,-1.357021267,-1.56469007,-0.79684106,-1.405797043,-0.098806398,-0.729106701,1.107716223,-0.536421947
173,1194A,120.245,31.5631,41.5944265,1954477.534,3594801.604,27,707.9240112,290.1700134,0.000157894,153.1519928,68.54470062,6.527400017,0.062452121,0.934492126,0.46055202,0.512744931,1.352731342,2.436082786,-0.565554296,0.042456376
1046,2374A,114.3703,27.7914,38.85821825,1425422.47,3109583.317,106,495.4670105,291.321991,0.00014291,189.3070068,74.3628006,0.390026987,0.875477412,-0.195950156,0.677261193,0.986137656,1.034257662,-0.54016803,-0.445054414,-0.158128571
926,2244A,130.2659,47.3349,22.70139734,2401901.41,5560667.711,175,207.9600067,274.6260071,8.01E-05,166.6990051,66.78279877,3.344939947,0.367086593,-1.725718873,-2.463574933,0.369386873,-0.300721772,0.892784157,-0.339807681,-1.342546848
1053,2381A,118.0058,28.4569,30.88363017,1779337.558,3217780.287,121,454.8070068,292.1849976,0.000141758,196.0180054,72.89600372,0.514374018,1.026389029,-0.412294109,0.839609355,0.866790966,1.009772766,-0.47986732,-0.422174689,-0.742726737
356,1406A,108.239,22.8464,31.24130005,832436.5898,2530167.423,78,511.8880005,295.7390137,0.000111569,227.6690063,77.76730347,2.304320097,1.738131645,-0.10857727,1.508188232,1.263146799,0.368128217,0.38814713,-0.487763233,-0.716506805
487,1632A,118.0448,36.838,57.80958448,1665931.579,4157277.811,31,764.8649902,287.2399902,5.83E-05,97.44560242,50.28850174,0.53749299,-1.190229023,1.237463974,-0.090641774,-0.972680165,-0.764064418,-0.468656032,-0.559453037,1.231151205
536,1687A,110.9294,21.6533,25.30536425,1114317.543,2406211.055,20,493.6019897,296.3280029,0.000146545,230.6569977,78.70659637,3.549040079,1.805323226,-0.205873568,1.618988444,1.339572853,1.11151686,0.991760247,-0.576231501,-1.1516562
358,1408A,108.244,22.7833,36.56347151,833103.8419,2523185.839,82,616.5679932,295.7340088,0.000108718,227.625,77.96649933,2.474210024,1.737142066,0.448404564,1.507246714,1.279354473,0.307532351,0.470533362,-0.481661973,-0.32635102
894,2212A,123.2,41.1953,32.1672945,2029218.057,4723347.789,91,386.355011,282.1730042,3.52E-05,112.4639969,50.10609818,0.77225697,-0.852507275,-0.776513834,-1.043839428,-0.987521525,-1.25503759,-0.35480985,-0.467934138,-0.648624345
661,1827A,113.261,35.235,77.92097671,1252542.186,3930531.807,113,857.9869995,287.6619873,4.79E-05,102.7080002,54.20940018,0.151554003,-1.071892394,1.732948031,-0.011255992,-0.653654228,-0.985108617,-0.655812853,-0.434377209,2.70546974
369,1421A,106.634,29.4892,42.55936222,658407.4834,3263298.865,275,548.3010254,292.2269897,8.09E-05,183.5540009,71.01309967,0.544035017,0.746108377,0.085169337,0.847508878,0.713587501,-0.283718372,-0.465483548,-0.187276184,0.113193528
498,1643A,121.3719,37.5433,28.46072455,1951218.295,4283479.298,18.60000038,526.5410156,286.052002,4.40E-05,98.42810059,64.94789886,0.037348501,-1.168135383,-0.030611433,-0.314125235,0.22008929,-1.068000191,-0.711195541,-0.578366942,-0.92034421
726,1904A,104.3539,31.1108,53.90471245,438390.1975,3442060.953,490,841.75,290.8680115,7.45E-05,160.4620056,66.23490143,0.106395997,0.226833893,1.646554122,0.591858906,0.324806922,-0.419745571,-0.677711725,0.140666534,0.944894284
813,1995A,121.115,31.453,37.68790605,2040306.86,3594720.573,5,800.4030151,289.9360046,0.000120154,152.6470032,73.2940979,4.376399994,0.051096315,1.426554876,0.416530458,0.899182106,0.550595952,1.392979239,-0.599111226,-0.243921387
413,1471A,109.2186,34.3731,55.11512065,887995.0433,3811598.829,598,544.5709839,289.1149902,3.83E-05,117.5029984,50.65209961,0.150065005,-0.739194204,0.065322514,0.262081837,-0.943095835,-1.189149416,-0.656534926,0.30540055,1.033626443
496,1641A,117.4518,35.0992,53.21679886,1637891.602,3955807.177,164,537.0949707,287.7330017,5.60E-05,103.8820038,60.45949936,1.179759979,-1.045492332,0.025544105,0.002103184,-0.145111665,-0.812949193,-0.157195796,-0.356586146,0.894464968
1284,2637A,107.007,33.0323,48.04442767,687432.908,3656657.656,507,521.4890137,287.6170044,8.31E-05,136.526001,73.75240326,0.153933004,-0.311420002,-0.05749215,-0.019718142,0.936472359,-0.236959022,-0.654659182,0.166596888,0.515290686
1244,2595A,99.1711,25.1328,21.62141959,-88211.64808,2792389.725,1739,185.4579926,291.4609985,0.000118959,193.2570038,60.30670166,2.767450094,0.964301814,-1.845447703,0.703411181,-0.157544129,0.525197124,0.612736873,2.045784929,-1.421717459
539,1690A,116.1278,24.3289,24.55437469,1633658.935,2736382.519,145,342.3479919,295.2659912,0.000138197,220.901001,70.57849884,0.0147183,1.585938107,-1.010666603,1.419203589,0.678225979,0.934086382,-0.722169805,-0.38556713,-1.206709467
1326,2682A,105.1971,37.5002,36.91821089,517421.6461,4150381.772,1222,410.3609924,285.5979919,2.57E-05,99.85700226,35.16730118,0.509974003,-1.136003376,-0.648782687,-0.399533278,-2.203024495,-1.456952964,-0.482001058,1.25719709,-0.300345916
969,2288A,117.7442,30.8811,47.72558849,1722915.467,3486958.922,5,562.4959717,290.2999878,0.000112644,165.4290009,68.94979858,2.11255002,0.338527746,0.160697879,0.485002708,0.545705937,0.390976536,0.295150364,-0.599111226,0.491917341
554,1710A,116.3594,23.5739,30.98981901,1664366.627,2653628.933,14,501.6000061,295.1799927,0.000117748,225.1730042,77.4484024,0.193987995,1.682003528,-0.163317682,1.403025615,1.237199247,0.499458227,-0.63523496,-0.585383391,-0.734942284
371,1425A,106.617,29.7125,39.94988872,656414.1213,3288022.876,402,583.1110229,292.1610107,8.26E-05,184.0939941,71.69689941,0.53441,0.758251316,0.270386548,0.835096957,0.769225222,-0.247586147,-0.470151093,0.006438817,-0.078100794
